smiles,Formula,Mass,HOFs,Td,Ro,D(km/s),P(GPa),Q(J/g),V(L/kg),T(K)
Nc1nnn2c(N)c(N[N+](=O)[O-])c3nc4c(=O)[nH]c(=O)n(C=N[N+](=O)[O-])c4nc3c12,C11H7N13O6,417.3,310.4 ,244.9 ,1.805 ,6.99 ,22.1,3956,603,2389
Nc1c(N)n2nnc(N[N+](=O)[O-])c2c2nc3[nH]c(=O)n(C=N[N+](=O)[O-])c(=O)c3nc12,C11H7N13O6,417.3,326.9 ,248.3 ,1.799 ,6.99 ,22.1,3996,603,2413
O=c1[nH]c(=O)c2nn(C=N[N+](=O)[O-])nc2[nH]1,C5H3N7O4,225.1,-96.4 ,219.3 ,1.820 ,6.99 ,22.3,3373,621,2097
O=c1[nH]c2nc3c(nc2c(=O)n1N[N+](=O)[O-])c(C=N[N+](=O)[O-])cn1nncc31,C11H5N11O6,387.2,328.8 ,202.7 ,1.817 ,6.99 ,22.2,4193,564,2365
Nn1c(=O)n(N)c2nc3c(nc21)n(N)c(=O)n3N[N+](=O)[O-],C6H7N11O4,297.2,16.9 ,301.5 ,1.798 ,6.99 ,22.1,3243,697,2261
Nn1ncc2c(=O)n([N+](=O)[O-])c(=O)[nH]c21,C5H4N6O4,212.1,-165.0 ,270.5 ,1.831 ,6.99 ,22.3,3364,633,2131
O=c1[nH]c(=O)n([N+](=O)[O-])c2cn[nH]c12,C5H3N5O4,197.1,-138.4 ,254.4 ,1.821 ,6.99 ,22.2,3639,596,2171
Nc1nnn2c(N)c(N[N+](=O)[O-])c3nc4c(=O)n(C=N[N+](=O)[O-])c(=O)[nH]c4nc3c12,C11H7N13O6,417.3,313.6 ,243.5 ,1.803 ,6.99 ,22.1,3964,603,2394
Nn1c(=O)c2c([N+](=O)[O-])n[nH]c2n(N)c1=O,C5H5N7O4,227.1,-193.5 ,308.6 ,1.847 ,6.99 ,22.4,3116,665,2074
O=c1[nH]c2[nH]ncc2c(=O)n1[N+](=O)[O-],C5H3N5O4,197.1,-155.4 ,258.8 ,1.836 ,6.99 ,22.3,3553,596,2120
Nn1c(=O)n2cnc3c(c([N+](=O)[O-])nn3N)n2c1=O,C6H5N9O4,267.2,8.7 ,326.4 ,1.814 ,6.99 ,22.2,3406,649,2213
Nc1nc2c(c(=O)[nH]1)n(N)c(=O)n2N[N+](=O)[O-],C5H6N8O4,242.2,-162.1 ,254.8 ,1.812 ,6.99 ,22.2,3147,693,2183
Nc1nc2c([nH]c(=O)n2N)c(=O)n1N[N+](=O)[O-],C5H6N8O4,242.2,-159.6 ,256.6 ,1.810 ,6.99 ,22.2,3157,693,2190
Nc1c(N[N+](=O)[O-])n2nnc(N)c2c2nc3c(nc12)c(=O)[nH]c(=O)n3C=N[N+](=O)[O-],C11H7N13O6,417.3,319.4 ,249.8 ,1.800 ,6.99 ,22.1,3978,603,2402
Nc1nnn2cc([N+](=O)[O-])c3nc4c(=O)n([N+](=O)[O-])c(=O)n(N)c4nc3c12,C10H5N11O6,375.2,223.8 ,319.8 ,1.798 ,6.99 ,22.1,4048,582,2356
Nc1nnn2c([N+](=O)[O-])cc3nc4c(=O)n([N+](=O)[O-])c(=O)n(N)c4nc3c12,C10H5N11O6,375.2,205.5 ,321.1 ,1.806 ,6.99 ,22.1,3999,582,2327
Nc1nnn2c(N[N+](=O)[O-])c(C=N[N+](=O)[O-])c3nc4c(=O)[nH]c(=O)[nH]c4nc3c12,C11H6N12O6,402.2,345.1 ,235.1 ,1.799 ,6.99 ,22.1,4134,584,2417
Nn1c(=O)[nH]c(=O)c2nc3cc([N+](=O)[O-])n4nnc(N[N+](=O)[O-])c4c3nc21,C10H5N11O6,375.2,223.5 ,278.9 ,1.798 ,6.99 ,22.1,4047,582,2355
Nc1nc2c(c(N[N+](=O)[O-])nn2N)n2c(=O)[nH]c(=O)n12,C6H6N10O4,282.2,-1.9 ,283.9 ,1.814 ,6.99 ,22.2,3268,674,2205
Nc1n[nH]c2nc3n(C=N[N+](=O)[O-])c([N+](=O)[O-])c(N)n3c(=O)c12,C8H6N10O5,322.2,83.1 ,274.2 ,1.800 ,6.99 ,22.1,3737,625,2338
Nn1c(=O)n([N+](=O)[O-])c(=O)c2cn[nH]c21,C5H4N6O4,212.1,-167.5 ,268.8 ,1.832 ,6.99 ,22.3,3352,633,2123
Nn1c(=O)n([N+](=O)[O-])c(=O)c2[nH]ncc21,C5H4N6O4,212.1,-153.8 ,268.2 ,1.820 ,6.99 ,22.2,3416,633,2164
Nc1nc2c(c(=O)[nH]c(=O)n2N)n1N[N+](=O)[O-],C5H6N8O4,242.2,-149.0 ,256.7 ,1.800 ,6.99 ,22.1,3201,693,2220
Nc1n[nH]c(=O)n2ncc([N+](=O)[O-])c12,C5H4N6O3,196.1,62.4 ,306.4 ,1.800 ,6.99 ,22.1,3794,628,2383
Nn1c(=O)c2nc3[nH]c(=O)n(C=N[N+](=O)[O-])c(=O)c3nc2n(C=N[N+](=O)[O-])c1=O,C10H5N11O8,407.2,-225.2 ,246.9 ,1.821 ,6.99 ,22.2,3593,591,2125
Nn1c(=O)c2c(N[N+](=O)[O-])n[nH]c2n(N)c1=O,C5H6N8O4,242.2,-148.6 ,253.3 ,1.799 ,6.99 ,22.1,3203,693,2222
O=c1[nH]c(=O)n2c3c([N+](=O)[O-])n[nH]c3ncn12,C6H3N7O4,237.1,-33.2 ,310.6 ,1.867 ,6.98 ,22.5,3468,590,2047
Nc1nc2c(c(=O)[nH]c(=O)n2N[N+](=O)[O-])n1N,C5H6N8O4,242.2,-156.2 ,250.1 ,1.806 ,6.98 ,22.1,3171,693,2200
Nn1c(=O)n([N+](=O)[O-])c2c1c(=O)[nH]c(=O)n2N,C5H5N7O5,243.1,-384.1 ,287.6 ,1.849 ,6.98 ,22.4,2937,667,1961
Nn1c(=O)n(N[N+](=O)[O-])c(=O)c2[nH]c(=O)[nH]c21,C5H5N7O5,243.1,-369.2 ,251.9 ,1.835 ,6.98 ,22.3,2998,667,2002
Nc1nc2[nH]nc([N+](=O)[O-])c2n2c(=O)[nH]c(=O)n12,C6H4N8O4,252.2,-69.9 ,321.9 ,1.882 ,6.98 ,22.6,3207,621,1994
Nn1c(=O)[nH]c2c(=O)n(N[N+](=O)[O-])c(=O)[nH]c21,C5H5N7O5,243.1,-370.7 ,261.9 ,1.836 ,6.98 ,22.3,2992,667,1998
Nc1n[nH]c2c(=O)n(N[N+](=O)[O-])[nH]c(=O)c12,C5H5N7O4,227.1,-160.5 ,248.3 ,1.815 ,6.98 ,22.1,3262,665,2171
Nc1n[nH]c2nc(N)n3c(=O)n([N+](=O)[O-])c(=O)n3c12,C6H5N9O4,267.2,-72.0 ,302.8 ,1.872 ,6.98 ,22.6,3104,649,2017
Nc1nc2[nH]nc([N+](=O)[O-])n2c(=O)c1N,C5H5N7O3,211.1,0.1 ,302.2 ,1.841 ,6.98 ,22.3,3337,663,2212
Nc1nc2c(c(=O)[nH]1)n(N[N+](=O)[O-])c(=O)n2N,C5H6N8O4,242.2,-162.0 ,254.8 ,1.809 ,6.98 ,22.1,3147,693,2183
Nc1nc2[nH]ncc2n2c(=O)n([N+](=O)[O-])c(=O)n12,C6H4N8O4,252.2,-39.7 ,274.9 ,1.856 ,6.98 ,22.4,3327,621,2068
Nn1c(=O)[nH]c(=O)c2nc3c([N+](=O)[O-])cn4nnc([N+](=O)[O-])c4c3nc21,C10H4N10O6,360.2,127.1 ,326.6 ,1.849 ,6.98 ,22.4,3884,559,2174
Nn1c(=O)n2cnc3[nH]nc([N+](=O)[O-])c3n2c1=O,C6H4N8O4,252.2,-22.9 ,319.4 ,1.843 ,6.98 ,22.3,3393,621,2110
O=c1[nH]c(=O)c2nc3c(C=N[N+](=O)[O-])cn4nnc(N[N+](=O)[O-])c4c3nc2[nH]1,C11H5N11O6,387.2,356.5 ,213.6 ,1.801 ,6.98 ,22,4265,564,2405
Nn1c(=O)c2c([N+](=O)[O-])nn(N)c2n(N)c1=O,C5H6N8O4,242.2,-152.3 ,308.9 ,1.800 ,6.98 ,22,3187,693,2211
Nn1c(=O)[nH]c(=O)c2nc3c([N+](=O)[O-])c([N+](=O)[O-])n4nncc4c3nc21,C10H4N10O6,360.2,167.5 ,326.5 ,1.830 ,6.98 ,22.2,3997,559,2237
O=c1[nH]c2nc3c(ccn4nnc(C=N[N+](=O)[O-])c34)nc2c(=O)n1N[N+](=O)[O-],C11H5N11O6,387.2,326.9 ,202.9 ,1.813 ,6.98 ,22.1,4188,564,2362
Nc1c(C=N[N+](=O)[O-])c2nc3c(=O)n(N)c(=O)n(N)c3nc2c2c([N+](=O)[O-])nnn12,C11H7N13O6,417.3,286.3 ,309.4 ,1.809 ,6.98 ,22.1,3899,603,2354
Nc1nnn2cc(N[N+](=O)[O-])c3nc4c(=O)n(C=N[N+](=O)[O-])c(=O)[nH]c4nc3c12,C11H6N12O6,402.2,321.2 ,242.1 ,1.804 ,6.98 ,22,4074,584,2382
Nn1c([N+](=O)[O-])nc2c1c(=O)[nH]c(=O)n2N,C5H5N7O4,227.1,-188.6 ,301.4 ,1.838 ,6.98 ,22.3,3138,665,2088
Nc1nc2c(=O)n(N)c(=O)[nH]c2n1N[N+](=O)[O-],C5H6N8O4,242.2,-158.6 ,255.6 ,1.805 ,6.98 ,22,3161,693,2193
Nn1c(=O)c2nc3c(nc2n(C=N[N+](=O)[O-])c1=O)c(=O)n(N)c(=O)n3C=N[N+](=O)[O-],C10H6N12O8,422.2,-191.4 ,260.5 ,1.796 ,6.98 ,22,3600,610,2196
Nn1c(=O)[nH]c2c(N[N+](=O)[O-])n[nH]c2c1=O,C5H5N7O4,227.1,-153.0 ,249.8 ,1.806 ,6.98 ,22,3295,665,2193
Nc1nc2c(c(N[N+](=O)[O-])nn2N)n2c(=O)n(N)c(=O)n12,C6H7N11O4,297.2,6.0 ,290.2 ,1.800 ,6.98 ,22,3206,697,2235
Nc1nnn2c([N+](=O)[O-])c(C=N[N+](=O)[O-])c3nc4c(=O)n(N)c(=O)n(N)c4nc3c12,C11H7N13O6,417.3,311.9 ,314.9 ,1.798 ,6.98 ,22,3960,603,2391
Nn1c(=O)[nH]c2nc3c(cc([N+](=O)[O-])n4nnc([N+](=O)[O-])c34)nc2c1=O,C10H4N10O6,360.2,106.4 ,323.6 ,1.857 ,6.98 ,22.4,3827,559,2142
Nn1c(=O)c2[nH]c(=O)[nH]c2n(N[N+](=O)[O-])c1=O,C5H5N7O5,243.1,-374.0 ,239.9 ,1.837 ,6.98 ,22.3,2978,667,1989
Nc1nn2c([N+](=O)[O-])nc(N)c2c(=O)[nH]1,C5H5N7O3,211.1,11.1 ,313.8 ,1.829 ,6.98 ,22.2,3389,663,2247
O=c1[nH]c(=O)n([N+](=O)[O-])c2nc3c(nc12)c([N+](=O)[O-])cn1nncc31,C10H3N9O6,345.2,208.9 ,290.6 ,1.824 ,6.98 ,22.2,4224,535,2261
Nc1c(C=N[N+](=O)[O-])n2nnc([N+](=O)[O-])c2c2nc3c(nc12)c(=O)n(N)c(=O)n3N,C11H7N13O6,417.3,280.9 ,309.9 ,1.810 ,6.98 ,22.1,3886,603,2347
Nc1nnn2c(C=N[N+](=O)[O-])c([N+](=O)[O-])c3nc4c(=O)n(N)c(=O)n(N)c4nc3c12,C11H7N13O6,417.3,316.6 ,301.8 ,1.796 ,6.98 ,22,3971,603,2398
Nn1c(=O)[nH]c(=O)c2nc3c(nc21)c(=O)n(C=N[N+](=O)[O-])c(=O)n3C=N[N+](=O)[O-],C10H5N11O8,407.2,-232.8 ,237.6 ,1.820 ,6.97 ,22.1,3575,591,2114
Nc1cc2nc3c(=O)n([N+](=O)[O-])c(=O)n(N)c3nc2c2c([N+](=O)[O-])nnn12,C10H5N11O6,375.2,197.1 ,304.2 ,1.804 ,6.97 ,22,3976,582,2314
Nn1c(=O)[nH]c(=O)c2[nH]nc(N[N+](=O)[O-])c21,C5H5N7O4,227.1,-151.0 ,240.6 ,1.803 ,6.97 ,22,3303,665,2199
Nc1cn2nnc([N+](=O)[O-])c2c2nc3c(nc12)c(=O)n(N)c(=O)n3[N+](=O)[O-],C10H5N11O6,375.2,207.1 ,320.0 ,1.799 ,6.97 ,22,4003,582,2330
O=c1[nH]c(=O)n([N+](=O)[O-])c2nc3c(cc([N+](=O)[O-])n4nncc34)nc12,C10H3N9O6,345.2,180.6 ,297.5 ,1.836 ,6.97 ,22.2,4142,535,2217
Nn1c(=O)n(C=N[N+](=O)[O-])c(=O)c2nc3c(nc21)c(=O)n(C=N[N+](=O)[O-])c(=O)n3N,C10H6N12O8,422.2,-241.4 ,251.1 ,1.815 ,6.97 ,22.1,3481,610,2124
O=c1[nH]c(=O)c2nc3c(N[N+](=O)[O-])c(C=N[N+](=O)[O-])n4nncc4c3nc2[nH]1,C11H5N11O6,387.2,330.1 ,208.2 ,1.808 ,6.97 ,22,4196,564,2367
Nn1c(=O)[nH]c2c(nc([N+](=O)[O-])n2N)c1=O,C5H5N7O4,227.1,-183.2 ,296.8 ,1.830 ,6.97 ,22.2,3161,665,2104
NN1C(=O)N=C2NC(=O)N=C3N2C1=NC(=O)N3[N+](=O)[O-],C6H3N9O5,281.1,-132.0 ,202.5 ,1.820 ,6.97 ,22.1,3274,617,2022
Nc1n[nH]c(=O)c2[nH]nc([N+](=O)[O-])c12,C5H4N6O3,196.1,54.0 ,297.6 ,1.800 ,6.97 ,22,3751,628,2356
Nn1nc([N+](=O)[O-])c2c(=O)[nH]c(=O)n(N)c21,C5H5N7O4,227.1,-178.0 ,295.2 ,1.824 ,6.97 ,22.1,3184,665,2120
NN1C(=O)N=C2N3C(=NC(=O)N2[N+](=O)[O-])NC(=O)N=C13,C6H3N9O5,281.1,-132.7 ,203.3 ,1.820 ,6.97 ,22.1,3272,617,2020
Nc1c(N)n2nnc([N+](=O)[O-])c2c2nc3c(nc12)c(=O)n(N)c(=O)n3C=N[N+](=O)[O-],C11H7N13O6,417.3,273.3 ,309.7 ,1.810 ,6.97 ,22,3868,603,2336
Nc1c([N+](=O)[O-])n2nnc(C=N[N+](=O)[O-])c2c2nc3c(nc12)c(=O)n(N)c(=O)n3N,C11H7N13O6,417.3,303.7 ,314.6 ,1.798 ,6.97 ,21.9,3940,603,2380
Nc1nn(N)c2c(=O)[nH]c(=O)n([N+](=O)[O-])c12,C5H5N7O4,227.1,-177.7 ,271.1 ,1.823 ,6.97 ,22.1,3186,665,2120
Nn1c(=O)c2c([nH]c(=O)n2N)n([N+](=O)[O-])c1=O,C5H5N7O5,243.1,-391.6 ,302.4 ,1.848 ,6.96 ,22.3,2906,667,1941
Nc1c(C=N[N+](=O)[O-])n2nncc2c2nc3[nH]c(=O)n([N+](=O)[O-])c(=O)c3nc12,C11H5N11O6,387.2,312.8 ,260.1 ,1.813 ,6.96 ,22,4152,564,2341
O=c1[nH]c2[nH]c(=O)n(N[N+](=O)[O-])c(=O)c2[nH]1,C5H4N6O5,228.1,-404.9 ,230.5 ,1.870 ,6.96 ,22.4,2939,638,1875
Nn1c(=O)[nH]c2[nH]c(=O)n([N+](=O)[O-])c2c1=O,C5H4N6O5,228.1,-384.3 ,300.3 ,1.850 ,6.96 ,22.3,3029,638,1933
Nc1nc2c(cnn2N[N+](=O)[O-])n2c(=O)[nH]c(=O)n12,C6H5N9O4,267.2,-23.1 ,273.8 ,1.828 ,6.96 ,22.1,3287,649,2136
Nc1nnn2cc(C=N[N+](=O)[O-])c3nc4c(=O)n([N+](=O)[O-])c(=O)[nH]c4nc3c12,C11H5N11O6,387.2,319.1 ,257.6 ,1.810 ,6.96 ,22,4168,564,2351
Nn1c(=O)n(N[N+](=O)[O-])c2nc[nH]c(=O)c21,C5H5N7O4,227.1,-156.5 ,244.4 ,1.804 ,6.96 ,21.9,3279,665,2183
Nc1nn(N[N+](=O)[O-])c2nc(N)n3c(=O)[nH]c(=O)n3c12,C6H6N10O4,282.2,-54.4 ,283.3 ,1.843 ,6.96 ,22.2,3082,674,2079
Nc1cnc2[nH]nc([N+](=O)[O-])n2c1=O,C5H4N6O3,196.1,46.8 ,289.0 ,1.804 ,6.96 ,21.9,3714,628,2333
O=c1[nH]c(=O)n2c3cn[nH]c3nc(N[N+](=O)[O-])n12,C6H4N8O4,252.2,-10.4 ,228.9 ,1.827 ,6.96 ,22.1,3443,621,2141
Nn1c(=O)[nH]c2c([N+](=O)[O-])n[nH]c2c1=O,C5H4N6O4,212.1,-206.4 ,307.0 ,1.859 ,6.96 ,22.3,3168,633,2007
Nc1cn2nnc([N+](=O)[O-])c2c2nc3c(nc12)c(=O)[nH]c(=O)n3[N+](=O)[O-],C10H4N10O6,360.2,150.5 ,289.0 ,1.830 ,6.96 ,22.1,3949,559,2210
Nn1c(=O)c2nc3cc([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n(N)c1=O,C10H5N11O6,375.2,127.5 ,334.2 ,1.829 ,6.96 ,22.1,3791,582,2206
Nc1c([N+](=O)[O-])c2nc3c(=O)[nH]c(=O)[nH]c3nc2c2c(C=N[N+](=O)[O-])nnn12,C11H5N11O6,387.2,297.9 ,278.0 ,1.817 ,6.96 ,22,4113,564,2320
Nn1ncc2c(=O)[nH]c(=O)n([N+](=O)[O-])c21,C5H4N6O4,212.1,-152.7 ,265.3 ,1.809 ,6.96 ,22,3422,633,2168
Nc1c([N+](=O)[O-])c(=O)[nH]c2nn(N)nc12,C5H5N7O3,211.1,28.4 ,322.6 ,1.807 ,6.96 ,22,3471,663,2301
Nn1c(=O)c2c(nc([N+](=O)[O-])n2N)n(N)c1=O,C5H6N8O4,242.2,-167.0 ,303.8 ,1.805 ,6.96 ,21.9,3127,693,2169
Nc1c(N)n2nnc([N+](=O)[O-])c2c2nc3[nH]c(=O)n(C=N[N+](=O)[O-])c(=O)c3nc12,C11H6N12O6,402.2,209.5 ,282.3 ,1.843 ,6.96 ,22.2,3797,584,2220
Nc1c(N)n2nnc([N+](=O)[O-])c2c2nc3c(nc12)c(=O)[nH]c(=O)n3C=N[N+](=O)[O-],C11H6N12O6,402.2,218.9 ,286.2 ,1.838 ,6.96 ,22.2,3820,584,2233
Nn1c(=O)c2[nH]c(=O)[nH]c2n([N+](=O)[O-])c1=O,C5H4N6O5,228.1,-394.1 ,287.7 ,1.857 ,6.96 ,22.3,2986,638,1906
Nn1c(=O)[nH]c(=O)c2nc3cc([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc21,C10H4N10O6,360.2,105.2 ,326.9 ,1.851 ,6.96 ,22.3,3824,559,2140
Nc1nc2c([nH]1)c(=O)n(N[N+](=O)[O-])c(=O)n2N,C5H6N8O4,242.2,-177.0 ,257.6 ,1.813 ,6.96 ,22,3085,693,2140
Nc1n[nH]c2c(=O)[nH]n([N+](=O)[O-])c(=O)c12,C5H4N6O4,212.1,-194.0 ,277.6 ,1.846 ,6.96 ,22.2,3227,633,2044
O=c1[nH]c(=O)n2c3cnn([N+](=O)[O-])c3ncn12,C6H3N7O4,237.1,-0.7 ,287.7 ,1.831 ,6.96 ,22.1,3605,590,2128
Nc1nn(N[N+](=O)[O-])c2c1c(=O)[nH]c(=O)n2N,C5H6N8O4,242.2,-176.9 ,253.4 ,1.813 ,6.96 ,22,3086,693,2141
Nc1n[nH]c2nc(N)n3c(=O)n(N[N+](=O)[O-])c(=O)n3c12,C6H6N10O4,282.2,-47.1 ,276.8 ,1.835 ,6.96 ,22.1,3108,674,2097
Nc1n[nH]c2nc([N+](=O)[O-])n3c(=O)n(N)c(=O)n3c12,C6H5N9O4,267.2,-61.8 ,313.0 ,1.854 ,6.95 ,22.3,3142,649,2041
Nc1c(C=N[N+](=O)[O-])c2nc3c(=O)[nH]c(=O)[nH]c3nc2c2c([N+](=O)[O-])nnn12,C11H5N11O6,387.2,236.1 ,273.1 ,1.841 ,6.95 ,22.2,3954,564,2230
Nc1[nH]c2nc([N+](=O)[O-])nn2c(=O)c1N,C5H5N7O3,211.1,-8.5 ,319.7 ,1.839 ,6.95 ,22.2,3296,663,2185
Nc1nn2c(N)nc([N+](=O)[O-])c2c(=O)[nH]1,C5H5N7O3,211.1,13.9 ,307.2 ,1.818 ,6.95 ,22,3402,663,2256
Nn1c(N[N+](=O)[O-])nc2c(=O)[nH]c(=O)n(N)c21,C5H6N8O4,242.2,-159.1 ,251.1 ,1.797 ,6.95 ,21.8,3159,693,2191
Nc1nnn2c(C=N[N+](=O)[O-])c([N+](=O)[O-])c3nc4c(=O)[nH]c(=O)[nH]c4nc3c12,C11H5N11O6,387.2,278.3 ,270.2 ,1.823 ,6.95 ,22,4063,564,2291
O=c1[nH]c(=O)c2[nH]c(=O)n(N[N+](=O)[O-])c2[nH]1,C5H4N6O5,228.1,-396.9 ,227.1 ,1.857 ,6.95 ,22.3,2974,638,1898
Nc1nc2c([nH]c(=O)n2N[N+](=O)[O-])c(=O)n1N,C5H6N8O4,242.2,-160.2 ,254.7 ,1.797 ,6.95 ,21.8,3155,693,2188
Nc1nnn2c([N+](=O)[O-])c(C=N[N+](=O)[O-])c3nc4c(=O)[nH]c(=O)[nH]c4nc3c12,C11H5N11O6,387.2,246.5 ,284.3 ,1.835 ,6.95 ,22.1,3981,564,2245
O=c1[nH]c2[nH]ncc2c(=O)n1N[N+](=O)[O-],C5H4N6O4,212.1,-172.0 ,230.2 ,1.822 ,6.95 ,22,3331,633,2110
Nc1nn([N+](=O)[O-])c2c(=O)n(N)c(=O)n(N)c12,C5H6N8O4,242.2,-169.1 ,282.4 ,1.804 ,6.95 ,21.9,3118,693,2163
Nn1cnc2c(=O)[nH]c(=O)n(N[N+](=O)[O-])c21,C5H5N7O4,227.1,-158.2 ,251.4 ,1.801 ,6.95 ,21.8,3272,665,2178
Nc1c(C=N[N+](=O)[O-])n2nnc([N+](=O)[O-])c2c2nc3[nH]c(=O)[nH]c(=O)c3nc12,C11H5N11O6,387.2,228.9 ,273.7 ,1.842 ,6.95 ,22.1,3935,564,2219
Nc1n[nH]c2c(=O)n([N+](=O)[O-])c(=O)[nH]c12,C5H4N6O4,212.1,-209.8 ,276.0 ,1.858 ,6.95 ,22.2,3152,633,1997
Nn1c(=O)[nH]c2[nH]c(=O)n(N[N+](=O)[O-])c(=O)c21,C5H5N7O5,243.1,-391.7 ,257.2 ,1.842 ,6.95 ,22.1,2906,667,1941
Nc1nn(N[N+](=O)[O-])c2c(=O)n(N)c(=O)[nH]c12,C5H6N8O4,242.2,-175.0 ,252.9 ,1.808 ,6.95 ,21.9,3093,693,2146
Nc1n[nH]c2nc3[nH]c([N+](=O)[O-])c(C=N[N+](=O)[O-])n3c(=O)c12,C8H5N9O5,307.2,73.6 ,265.6 ,1.800 ,6.95 ,21.8,3814,601,2294
NN=c1[nH]c(=O)n([N+](=O)[O-])c2nc(N)[nH]c12,C5H6N8O3,226.2,26.5 ,279.9 ,1.797 ,6.95 ,21.8,3333,693,2311
NN=c1[nH]c(=O)n([N+](=O)[O-])c2nc(N)[nH]c12,C5H6N8O3,226.2,26.5 ,279.9 ,1.797 ,6.95 ,21.8,3333,693,2311
O=c1[nH]c2[nH]c(=O)n([N+](=O)[O-])c(=O)c2[nH]1,C5H3N5O5,213.1,-422.6 ,275.7 ,1.895 ,6.95 ,22.5,2956,604,1786
Nc1nn(N[N+](=O)[O-])c2ncn3c(=O)[nH]c(=O)n3c12,C6H5N9O4,267.2,-25.7 ,268.6 ,1.824 ,6.95 ,22,3277,649,2129
Nn1c(=O)[nH]c2cnn([N+](=O)[O-])c2c1=O,C5H4N6O4,212.1,-174.2 ,290.4 ,1.823 ,6.95 ,22,3320,633,2104
Nc1n[nH]c2c(=O)n([N+](=O)[O-])[nH]c(=O)c12,C5H4N6O4,212.1,-194.6 ,281.3 ,1.842 ,6.95 ,22.1,3224,633,2043
Nn1cnc2c(=O)n([N+](=O)[O-])c(=O)n(N)c21,C5H5N7O4,227.1,-161.6 ,277.6 ,1.802 ,6.95 ,21.8,3256,665,2168
Nc1n[nH]c(=O)n2c(N)c([N+](=O)[O-])nc12,C5H5N7O3,211.1,2.9 ,300.0 ,1.825 ,6.95 ,22,3350,663,2221
Nc1nn(N)c2nc(N)n3c(=O)n(N[N+](=O)[O-])c(=O)n3c12,C6H7N11O4,297.2,-7.4 ,287.2 ,1.798 ,6.95 ,21.8,3161,697,2204
O=c1[nH]c(=O)n2c3cnn(N[N+](=O)[O-])c3ncn12,C6H4N8O4,252.2,22.0 ,252.2 ,1.798 ,6.95 ,21.8,3571,621,2221
Nc1nc2c([N+](=O)[O-])n[nH]c(=O)n2c1N,C5H5N7O3,211.1,-4.0 ,301.2 ,1.831 ,6.94 ,22,3318,663,2200
Nc1nc([N+](=O)[O-])n2nc[nH]c(=O)c12,C5H4N6O3,196.1,36.8 ,311.9 ,1.807 ,6.94 ,21.9,3663,628,2301
Nc1c(C=N[N+](=O)[O-])c2nc3c(=O)n([N+](=O)[O-])c(=O)[nH]c3nc2c2cnnn12,C11H5N11O6,387.2,335.7 ,257.1 ,1.797 ,6.94 ,21.8,4211,564,2375
Nn1c(N[N+](=O)[O-])nc2c([nH]c(=O)n2N)c1=O,C5H6N8O4,242.2,-166.0 ,247.1 ,1.799 ,6.94 ,21.8,3130,693,2172
O=c1[nH]c2nc3c(nc2c(=O)n1C=N[N+](=O)[O-])c(N[N+](=O)[O-])cn1nncc31,C11H5N11O6,387.2,330.4 ,201.6 ,1.798 ,6.94 ,21.8,4197,564,2367
Nc1nn([N+](=O)[O-])c2c(=O)n(N)c(=O)[nH]c12,C5H5N7O4,227.1,-199.3 ,272.5 ,1.834 ,6.94 ,22,3091,665,2057
Nc1nnn2c([N+](=O)[O-])cc3nc4c(=O)[nH]c(=O)n([N+](=O)[O-])c4nc3c12,C10H4N10O6,360.2,144.4 ,301.9 ,1.827 ,6.94 ,22,3932,559,2201
Nc1cn2nnc(C=N[N+](=O)[O-])c2c2nc3[nH]c(=O)n([N+](=O)[O-])c(=O)c3nc12,C11H5N11O6,387.2,313.9 ,260.0 ,1.804 ,6.94 ,21.8,4155,564,2343
Nn1c(=O)n(N)c2c1c(=O)[nH]c(=O)n2[N+](=O)[O-],C5H5N7O5,243.1,-395.9 ,290.3 ,1.844 ,6.94 ,22.1,2888,667,1929
Nc1c(N)c2nn([N+](=O)[O-])nc2[nH]c1=O,C5H5N7O3,211.1,20.6 ,284.6 ,1.807 ,6.94 ,21.8,3434,663,2277
O=c1c2nc3ccn4nncc4c3nc2n(C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],C11H4N10O6,372.2,350.7 ,207.6 ,1.802 ,6.94 ,21.8,4360,541,2361
Nn1c(=O)c2cnn([N+](=O)[O-])c2n(N)c1=O,C5H5N7O4,227.1,-159.1 ,289.7 ,1.798 ,6.94 ,21.8,3267,665,2175
Nc1nn(N[N+](=O)[O-])c2nc(N)n3c(=O)n(N)c(=O)n3c12,C6H7N11O4,297.2,-24.8 ,295.7 ,1.807 ,6.94 ,21.8,3103,697,2163
O=c1[nH]c(=O)n2c3cn[nH]c3nc([N+](=O)[O-])n12,C6H3N7O4,237.1,-27.0 ,284.4 ,1.844 ,6.94 ,22.1,3495,590,2063
Nc1c([N+](=O)[O-])c(=O)[nH]c2n[nH]nc12,C5H4N6O3,196.1,20.5 ,321.6 ,1.819 ,6.94 ,21.9,3580,628,2249
Nc1nc2c(cnn2N)n2c(=O)n([N+](=O)[O-])c(=O)n12,C6H5N9O4,267.2,-10.4 ,296.0 ,1.809 ,6.94 ,21.8,3334,649,2167
Nn1c(=O)c2nc3c(nc2n(C=N[N+](=O)[O-])c1=O)c(=O)[nH]c(=O)n3C=N[N+](=O)[O-],C10H5N11O8,407.2,-235.1 ,238.4 ,1.807 ,6.94 ,21.8,3569,591,2110
